Hourly measurement data supplied by UK-air on 04/05/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"London Bexley",,,,"London Bloomsbury",,,,"London Eltham",,,,"London Harlington",,,,"London Hillingdon",,"London Honor Oak Park",,,,"London Marylebone Road",,,,,,"London N. Kensington",,,,,,"London Teddington Bushy Park",,,,"London Westminster",
2020-06-07,01:00:00,No data,,8,V ugm-3 (TEOM FDMS),7.73,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,8.9,V ugm-3 (TEOM FDMS),3.897,V ugm-3 (FIDAS),2.491,V ugm-3 (Ref.eq),,,7.05,V ugm-3 (FIDAS),5.142,V ugm-3 (Ref.eq),No data,V mgm-3,7.8,V ugm-3 (TEOM FDMS),5.4,V ugm-3 (TEOM FDMS),0.143123,V mgm-3,4.85,V ugm-3 (FIDAS),3.208,V ugm-3 (Ref.eq),5.75,V ugm-3 (FIDAS),4.08,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2020-06-07,02:00:00,No data,,7.4,V ugm-3 (TEOM FDMS),7.73,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,6.8,V ugm-3 (TEOM FDMS),4.284,V ugm-3 (FIDAS),2.694,V ugm-3 (Ref.eq),,,6.825,V ugm-3 (FIDAS),4.811,V ugm-3 (Ref.eq),0.279123,V mgm-3,8.5,V ugm-3 (TEOM FDMS),3.3,V ugm-3 (TEOM FDMS),0.146992,V mgm-3,5.275,V ugm-3 (FIDAS),3.184,V ugm-3 (Ref.eq),6.275,V ugm-3 (FIDAS),4.151,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2020-06-07,03:00:00,No data,,7.1,V ugm-3 (TEOM FDMS),4.831,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,5.3,V ugm-3 (TEOM FDMS),5.263,V ugm-3 (FIDAS),3.455,V ugm-3 (Ref.eq),,,6.325,V ugm-3 (FIDAS),4.222,V ugm-3 (Ref.eq),0.212209,V mgm-3,5.6,V ugm-3 (TEOM FDMS),3.4,V ugm-3 (TEOM FDMS),0.145057,V mgm-3,4.775,V ugm-3 (FIDAS),3.066,V ugm-3 (Ref.eq),2.75,V ugm-3 (FIDAS),1.981,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2020-06-07,04:00:00,No data,,8.5,V ugm-3 (TEOM FDMS),9.662,V ugm-3 (Ref.eq),4,V ugm-3 (BAM),,,8.5,V ugm-3 (TEOM FDMS),6.397,V ugm-3 (FIDAS),4.528,V ugm-3 (Ref.eq),,,5.975,V ugm-3 (FIDAS),4.127,V ugm-3 (Ref.eq),0.203607,V mgm-3,10.5,V ugm-3 (TEOM FDMS),5.1,V ugm-3 (TEOM FDMS),0.127651,V mgm-3,5.775,V ugm-3 (FIDAS),3.514,V ugm-3 (Ref.eq),2.2,V ugm-3 (FIDAS),1.557,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2020-06-07,05:00:00,No data,,6.8,V ugm-3 (TEOM FDMS),10.628,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),,,5.2,V ugm-3 (TEOM FDMS),7.081,V ugm-3 (FIDAS),4.661,V ugm-3 (Ref.eq),,,6.875,V ugm-3 (FIDAS),4.741,V ugm-3 (Ref.eq),0.195004,V mgm-3,11,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS),0.136355,V mgm-3,6.75,V ugm-3 (FIDAS),4.057,V ugm-3 (Ref.eq),3.4,V ugm-3 (FIDAS),1.863,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2020-06-07,06:00:00,No data,,6.8,V ugm-3 (TEOM FDMS),10.628,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),,,5.8,V ugm-3 (TEOM FDMS),7.802,V ugm-3 (FIDAS),5.074,V ugm-3 (Ref.eq),,,7.95,V ugm-3 (FIDAS),5.401,V ugm-3 (Ref.eq),0.229416,V mgm-3,8.7,V ugm-3 (TEOM FDMS),5.8,V ugm-3 (TEOM FDMS),0.142156,V mgm-3,8.1,V ugm-3 (FIDAS),5.094,V ugm-3 (Ref.eq),6.8,V ugm-3 (FIDAS),4.269,V ugm-3 (Ref.eq),14,V ugm-3 (BAM)
2020-06-07,07:00:00,No data,,9.2,V ugm-3 (TEOM FDMS),10.628,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),,,7,V ugm-3 (TEOM FDMS),8.938,V ugm-3 (FIDAS),6.445,V ugm-3 (Ref.eq),,,9.3,V ugm-3 (FIDAS),6.509,V ugm-3 (Ref.eq),0.235151,V mgm-3,13.1,V ugm-3 (TEOM FDMS),7.7,V ugm-3 (TEOM FDMS),0.142156,V mgm-3,9.225,V ugm-3 (FIDAS),6.109,V ugm-3 (Ref.eq),8.75,V ugm-3 (FIDAS),5.92,V ugm-3 (Ref.eq),13,V ugm-3 (BAM)
2020-06-07,08:00:00,No data,,9.5,V ugm-3 (TEOM FDMS),9.662,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),,,8,V ugm-3 (TEOM FDMS),8.733,V ugm-3 (FIDAS),6.147,V ugm-3 (Ref.eq),,,9.475,V ugm-3 (FIDAS),6.84,V ugm-3 (Ref.eq),0.189269,V mgm-3,10.8,V ugm-3 (TEOM FDMS),8.8,V ugm-3 (TEOM FDMS),0.113145,V mgm-3,8.35,V ugm-3 (FIDAS),5.542,V ugm-3 (Ref.eq),8.725,V ugm-3 (FIDAS),5.896,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2020-06-07,09:00:00,No data,,8.5,V ugm-3 (TEOM FDMS),10.628,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),,,7.3,V ugm-3 (TEOM FDMS),7.759,V ugm-3 (FIDAS),5.123,V ugm-3 (Ref.eq),,,8.7,V ugm-3 (FIDAS),5.991,V ugm-3 (Ref.eq),0.137649,V mgm-3,13,V ugm-3 (TEOM FDMS),7.6,V ugm-3 (TEOM FDMS),0.10154,V mgm-3,7.925,V ugm-3 (FIDAS),5.425,V ugm-3 (Ref.eq),7.475,V ugm-3 (FIDAS),5.236,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2020-06-07,10:00:00,No data,,8.3,V ugm-3 (TEOM FDMS),8.696,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,5.7,V ugm-3 (TEOM FDMS),7.915,V ugm-3 (FIDAS),4.336,V ugm-3 (Ref.eq),,,8.05,V ugm-3 (FIDAS),5.377,V ugm-3 (Ref.eq),0.163458,V mgm-3,6,V ugm-3 (TEOM FDMS),4.2,V ugm-3 (TEOM FDMS),0.087034,V mgm-3,6.85,V ugm-3 (FIDAS),4.245,V ugm-3 (Ref.eq),7.95,V ugm-3 (FIDAS),5.425,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2020-06-07,11:00:00,No data,,10.6,V ugm-3 (TEOM FDMS),13.527,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),,,8.7,V ugm-3 (TEOM FDMS),7.007,V ugm-3 (FIDAS),4.022,V ugm-3 (Ref.eq),,,6.55,V ugm-3 (FIDAS),4.41,V ugm-3 (Ref.eq),0.20074,V mgm-3,7.2,V ugm-3 (TEOM FDMS),3.6,V ugm-3 (TEOM FDMS),0.087034,V mgm-3,5.725,V ugm-3 (FIDAS),3.491,V ugm-3 (Ref.eq),6.95,V ugm-3 (FIDAS),3.962,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2020-06-07,12:00:00,No data,,7.8,V ugm-3 (TEOM FDMS),10.628,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,14.2,V ugm-3 (TEOM FDMS),6.362,V ugm-3 (FIDAS),3.766,V ugm-3 (Ref.eq),,,6.175,V ugm-3 (FIDAS),3.797,V ugm-3 (Ref.eq),0.217945,V mgm-3,8.2,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS),0.07543,V mgm-3,5.475,V ugm-3 (FIDAS),3.302,V ugm-3 (Ref.eq),7.225,V ugm-3 (FIDAS),3.632,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2020-06-07,13:00:00,No data,,6.2,V ugm-3 (TEOM FDMS),8.696,V ugm-3 (Ref.eq),10,V ugm-3 (BAM),,,9.4,V ugm-3 (TEOM FDMS),7.049,V ugm-3 (FIDAS),3.774,V ugm-3 (Ref.eq),,,6.2,V ugm-3 (FIDAS),3.726,V ugm-3 (Ref.eq),0.235151,V mgm-3,10,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS),0.089936,V mgm-3,4.9,V ugm-3 (FIDAS),3.113,V ugm-3 (Ref.eq),6.775,V ugm-3 (FIDAS),3.491,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2020-06-07,14:00:00,No data,,8,V ugm-3 (TEOM FDMS),8.696,V ugm-3 (Ref.eq),8,V ugm-3 (BAM),,,9.3,V ugm-3 (TEOM FDMS),7.298,V ugm-3 (FIDAS),4.066,V ugm-3 (Ref.eq),,,6.9,V ugm-3 (FIDAS),4.458,V ugm-3 (Ref.eq),0.169194,V mgm-3,17.3,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),0.089936,V mgm-3,6.075,V ugm-3 (FIDAS),3.609,V ugm-3 (Ref.eq),6.775,V ugm-3 (FIDAS),3.656,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2020-06-07,15:00:00,No data,,7.8,V ugm-3 (TEOM FDMS),7.73,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),,,12.7,V ugm-3 (TEOM FDMS),8.56,V ugm-3 (FIDAS),4.618,V ugm-3 (Ref.eq),,,8.375,V ugm-3 (FIDAS),5.731,V ugm-3 (Ref.eq),0.117576,V mgm-3,5,V ugm-3 (TEOM FDMS),5.6,V ugm-3 (TEOM FDMS),0.121849,V mgm-3,7.775,V ugm-3 (FIDAS),5.094,V ugm-3 (Ref.eq),7.525,V ugm-3 (FIDAS),4.363,V ugm-3 (Ref.eq),11,V ugm-3 (BAM)
2020-06-07,16:00:00,No data,,6.4,V ugm-3 (TEOM FDMS),7.73,V ugm-3 (Ref.eq),5,V ugm-3 (BAM),,,5,V ugm-3 (TEOM FDMS),7.264,V ugm-3 (FIDAS),3.95,V ugm-3 (Ref.eq),,,6.7,V ugm-3 (FIDAS),4.434,V ugm-3 (Ref.eq),0.086031,V mgm-3,4.7,V ugm-3 (TEOM FDMS),2.6,V ugm-3 (TEOM FDMS),0.121849,V mgm-3,4.225,V ugm-3 (FIDAS),2.877,V ugm-3 (Ref.eq),6.725,V ugm-3 (FIDAS),4.929,V ugm-3 (Ref.eq),9,V ugm-3 (BAM)
2020-06-07,17:00:00,No data,,5.7,V ugm-3 (TEOM FDMS),5.797,V ugm-3 (Ref.eq),3,V ugm-3 (BAM),,,4.7,V ugm-3 (TEOM FDMS),3.465,V ugm-3 (FIDAS),2.218,V ugm-3 (Ref.eq),,,4,V ugm-3 (FIDAS),2.901,V ugm-3 (Ref.eq),0.094634,V mgm-3,5.7,V ugm-3 (TEOM FDMS),2.3,V ugm-3 (TEOM FDMS),0.116046,V mgm-3,3.475,V ugm-3 (FIDAS),2.123,V ugm-3 (Ref.eq),4.425,V ugm-3 (FIDAS),3.373,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2020-06-07,18:00:00,No data,,3.9,V ugm-3 (TEOM FDMS),5.797,V ugm-3 (Ref.eq),5,V ugm-3 (BAM),,,5.6,V ugm-3 (TEOM FDMS),3.407,V ugm-3 (FIDAS),2.036,V ugm-3 (Ref.eq),,,4.925,V ugm-3 (FIDAS),3.632,V ugm-3 (Ref.eq),0.129047,V mgm-3,3.4,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),0.113145,V mgm-3,3.8,V ugm-3 (FIDAS),2.217,V ugm-3 (Ref.eq),4.425,V ugm-3 (FIDAS),3.09,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2020-06-07,19:00:00,No data,,7.8,V ugm-3 (TEOM FDMS),6.763,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,4.2,V ugm-3 (TEOM FDMS),4.086,V ugm-3 (FIDAS),2.639,V ugm-3 (Ref.eq),,,4.5,V ugm-3 (FIDAS),3.467,V ugm-3 (Ref.eq),0.143385,V mgm-3,6.9,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),0.107343,V mgm-3,4.125,V ugm-3 (FIDAS),2.854,V ugm-3 (Ref.eq),3.975,V ugm-3 (FIDAS),2.83,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2020-06-07,20:00:00,No data,,2.5,V ugm-3 (TEOM FDMS),7.73,V ugm-3 (Ref.eq),4,V ugm-3 (BAM),,,4.3,V ugm-3 (TEOM FDMS),4.67,V ugm-3 (FIDAS),3.042,V ugm-3 (Ref.eq),,,5.6,V ugm-3 (FIDAS),3.915,V ugm-3 (Ref.eq),0.146253,V mgm-3,6.3,V ugm-3 (TEOM FDMS),1.7,V ugm-3 (TEOM FDMS),0.089936,V mgm-3,3.625,V ugm-3 (FIDAS),2.594,V ugm-3 (Ref.eq),4.025,V ugm-3 (FIDAS),2.759,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2020-06-07,21:00:00,No data,,5.9,V ugm-3 (TEOM FDMS),5.797,V ugm-3 (Ref.eq),4,V ugm-3 (BAM),,,4.7,V ugm-3 (TEOM FDMS),4.573,V ugm-3 (FIDAS),2.818,V ugm-3 (Ref.eq),,,4.8,V ugm-3 (FIDAS),3.302,V ugm-3 (Ref.eq),0.169194,V mgm-3,5.3,V ugm-3 (TEOM FDMS),1.5,V ugm-3 (TEOM FDMS),0.089936,V mgm-3,3.95,V ugm-3 (FIDAS),2.453,V ugm-3 (Ref.eq),4.15,V ugm-3 (FIDAS),2.783,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2020-06-07,22:00:00,No data,,5.9,V ugm-3 (TEOM FDMS),2.899,V ugm-3 (Ref.eq),3,V ugm-3 (BAM),,,2.8,V ugm-3 (TEOM FDMS),4.329,V ugm-3 (FIDAS),3.111,V ugm-3 (Ref.eq),,,5.45,V ugm-3 (FIDAS),3.609,V ugm-3 (Ref.eq),0.177798,V mgm-3,4.9,V ugm-3 (TEOM FDMS),3.9,V ugm-3 (TEOM FDMS),0.092837,V mgm-3,4.775,V ugm-3 (FIDAS),3.373,V ugm-3 (Ref.eq),3.925,V ugm-3 (FIDAS),2.736,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2020-06-07,23:00:00,No data,,5.4,V ugm-3 (TEOM FDMS),6.763,V ugm-3 (Ref.eq),4,V ugm-3 (BAM),,,3.9,V ugm-3 (TEOM FDMS),5.968,V ugm-3 (FIDAS),4.017,V ugm-3 (Ref.eq),,,5.5,V ugm-3 (FIDAS),4.033,V ugm-3 (Ref.eq),0.160591,V mgm-3,7.1,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),0.095738,V mgm-3,5.775,V ugm-3 (FIDAS),4.151,V ugm-3 (Ref.eq),5.575,V ugm-3 (FIDAS),4.151,V ugm-3 (Ref.eq),9,V ugm-3 (BAM)
2020-06-07,24:00:00,No data,,5.8,V ugm-3 (TEOM FDMS),8.696,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,6.1,V ugm-3 (TEOM FDMS),6.646,V ugm-3 (FIDAS),4.703,V ugm-3 (Ref.eq),,,6.725,V ugm-3 (FIDAS),4.764,V ugm-3 (Ref.eq),0.143385,V mgm-3,6.5,V ugm-3 (TEOM FDMS),2.8,V ugm-3 (TEOM FDMS),0.095738,V mgm-3,7.5,V ugm-3 (FIDAS),5.259,V ugm-3 (Ref.eq),6.7,V ugm-3 (FIDAS),5.094,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2020-06-08,01:00:00,No data,,5.8,V ugm-3 (TEOM FDMS),9.662,V ugm-3 (Ref.eq),8,V ugm-3 (BAM),,,5.6,V ugm-3 (TEOM FDMS),6.509,V ugm-3 (FIDAS),4.456,V ugm-3 (Ref.eq),,,7.625,V ugm-3 (FIDAS),5.425,V ugm-3 (Ref.eq),No data,V mgm-3,8.7,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),0.096737,V mgm-3,6.675,V ugm-3 (FIDAS),4.811,V ugm-3 (Ref.eq),6.925,V ugm-3 (FIDAS),4.976,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2020-06-08,02:00:00,No data,,6.3,V ugm-3 (TEOM FDMS),5.797,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,7.3,V ugm-3 (TEOM FDMS),7.035,V ugm-3 (FIDAS),4.486,V ugm-3 (Ref.eq),,,7.175,V ugm-3 (FIDAS),4.953,V ugm-3 (Ref.eq),0.076472,V mgm-3,3.8,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),0.100606,V mgm-3,6.675,V ugm-3 (FIDAS),4.198,V ugm-3 (Ref.eq),5.625,V ugm-3 (FIDAS),4.033,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2020-06-08,03:00:00,No data,,6.1,V ugm-3 (TEOM FDMS),7.73,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,5.9,V ugm-3 (TEOM FDMS),5.652,V ugm-3 (FIDAS),3.724,V ugm-3 (Ref.eq),,,6.2,V ugm-3 (FIDAS),4.245,V ugm-3 (Ref.eq),0.063089,V mgm-3,4.4,V ugm-3 (TEOM FDMS),1.8,V ugm-3 (TEOM FDMS),0.089965,V mgm-3,5.4,V ugm-3 (FIDAS),3.561,V ugm-3 (Ref.eq),5.225,V ugm-3 (FIDAS),3.373,V ugm-3 (Ref.eq),6,V ugm-3 (BAM)
2020-06-08,04:00:00,No data,,6.7,V ugm-3 (TEOM FDMS),5.797,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,3.5,V ugm-3 (TEOM FDMS),6.151,V ugm-3 (FIDAS),3.595,V ugm-3 (Ref.eq),,,7.8,V ugm-3 (FIDAS),5.047,V ugm-3 (Ref.eq),0.063089,V mgm-3,4.4,V ugm-3 (TEOM FDMS),2.3,V ugm-3 (TEOM FDMS),0.092867,V mgm-3,6.4,V ugm-3 (FIDAS),4.057,V ugm-3 (Ref.eq),6.325,V ugm-3 (FIDAS),3.892,V ugm-3 (Ref.eq),12,V ugm-3 (BAM)
2020-06-08,05:00:00,No data,,6.8,V ugm-3 (TEOM FDMS),7.73,V ugm-3 (Ref.eq),8,V ugm-3 (BAM),,,4.3,V ugm-3 (TEOM FDMS),6.46,V ugm-3 (FIDAS),3.641,V ugm-3 (Ref.eq),,,7.875,V ugm-3 (FIDAS),4.906,V ugm-3 (Ref.eq),0.071693,V mgm-3,6.6,V ugm-3 (TEOM FDMS),0.7,V ugm-3 (TEOM FDMS),0.087062,V mgm-3,7.475,V ugm-3 (FIDAS),4.198,V ugm-3 (Ref.eq),6.5,V ugm-3 (FIDAS),3.679,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2020-06-08,06:00:00,No data,,6.5,V ugm-3 (TEOM FDMS),15.459,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),,,4.3,V ugm-3 (TEOM FDMS),8.065,V ugm-3 (FIDAS),4.441,V ugm-3 (Ref.eq),,,8.025,V ugm-3 (FIDAS),4.646,V ugm-3 (Ref.eq),0.100369,V mgm-3,7,V ugm-3 (TEOM FDMS),1.3,V ugm-3 (TEOM FDMS),0.092867,V mgm-3,8.275,V ugm-3 (FIDAS),4.528,V ugm-3 (Ref.eq),7.475,V ugm-3 (FIDAS),4.292,V ugm-3 (Ref.eq),5,V ugm-3 (BAM)
2020-06-08,07:00:00,No data,,6.3,V ugm-3 (TEOM FDMS),11.594,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,6,V ugm-3 (TEOM FDMS),9.324,V ugm-3 (FIDAS),4.407,V ugm-3 (Ref.eq),,,10.15,V ugm-3 (FIDAS),5.024,V ugm-3 (Ref.eq),0.154856,V mgm-3,8.4,V ugm-3 (TEOM FDMS),2.6,V ugm-3 (TEOM FDMS),0.089965,V mgm-3,9.325,V ugm-3 (FIDAS),4.481,V ugm-3 (Ref.eq),9.175,V ugm-3 (FIDAS),4.41,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2020-06-08,08:00:00,No data,,7.2,V ugm-3 (TEOM FDMS),9.662,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),,,4.7,V ugm-3 (TEOM FDMS),8.265,V ugm-3 (FIDAS),3.725,V ugm-3 (Ref.eq),,,9.85,V ugm-3 (FIDAS),4.575,V ugm-3 (Ref.eq),0.137649,V mgm-3,6.8,V ugm-3 (TEOM FDMS),1.4,V ugm-3 (TEOM FDMS),0.084161,V mgm-3,7.5,V ugm-3 (FIDAS),3.726,V ugm-3 (Ref.eq),7.725,V ugm-3 (FIDAS),3.915,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2020-06-08,09:00:00,No data,,7,V ugm-3 (TEOM FDMS),17.392,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,7.5,V ugm-3 (TEOM FDMS),8.388,V ugm-3 (FIDAS),4.075,V ugm-3 (Ref.eq),,,7.925,V ugm-3 (FIDAS),3.915,V ugm-3 (Ref.eq),0.14912,V mgm-3,6.1,V ugm-3 (TEOM FDMS),2.2,V ugm-3 (TEOM FDMS),0.069651,V mgm-3,7.825,V ugm-3 (FIDAS),3.797,V ugm-3 (Ref.eq),8.275,V ugm-3 (FIDAS),3.892,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2020-06-08,10:00:00,No data,,7.4,V ugm-3 (TEOM FDMS),10.628,V ugm-3 (Ref.eq),5,V ugm-3 (BAM),,,7.3,V ugm-3 (TEOM FDMS),10.028,V ugm-3 (FIDAS),4.662,V ugm-3 (Ref.eq),,,11,V ugm-3 (FIDAS),5.024,V ugm-3 (Ref.eq),0.137649,V mgm-3,12.3,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS),0.069651,V mgm-3,9.825,V ugm-3 (FIDAS),4.859,V ugm-3 (Ref.eq),7.9,V ugm-3 (FIDAS),4.222,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2020-06-08,11:00:00,No data,,7.9,V ugm-3 (TEOM FDMS),13.527,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,7,V ugm-3 (TEOM FDMS),9.229,V ugm-3 (FIDAS),4.985,V ugm-3 (Ref.eq),,,11.575,V ugm-3 (FIDAS),6.415,V ugm-3 (Ref.eq),0.134782,V mgm-3,7.9,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),0.075454,V mgm-3,14.95,V ugm-3 (FIDAS),6.085,V ugm-3 (Ref.eq),10.4,V ugm-3 (FIDAS),5.259,V ugm-3 (Ref.eq),8,V ugm-3 (BAM)
2020-06-08,12:00:00,No data,,8.8,V ugm-3 (TEOM FDMS),14.493,V ugm-3 (Ref.eq),6,V ugm-3 (BAM),,,10,V ugm-3 (TEOM FDMS),10.388,V ugm-3 (FIDAS),5.866,V ugm-3 (Ref.eq),,,13.8,V ugm-3 (FIDAS),7.17,V ugm-3 (Ref.eq),0.120443,V mgm-3,11.4,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS),0.072552,V mgm-3,11.275,V ugm-3 (FIDAS),5.92,V ugm-3 (Ref.eq),10.6,V ugm-3 (FIDAS),5.566,V ugm-3 (Ref.eq),7,V ugm-3 (BAM)
2020-06-08,13:00:00,No data,,7.7,V ugm-3 (TEOM FDMS),17.392,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),,,10.7,V ugm-3 (TEOM FDMS),12.451,V ugm-3 (FIDAS),6.697,V ugm-3 (Ref.eq),,,13.975,V ugm-3 (FIDAS),7.736,V ugm-3 (Ref.eq),0.174929,V mgm-3,10.6,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS),0.081259,V mgm-3,11.85,V ugm-3 (FIDAS),6.698,V ugm-3 (Ref.eq),9.45,V ugm-3 (FIDAS),5.849,V ugm-3 (Ref.eq),11,V ugm-3 (BAM)
2020-06-08,14:00:00,No data,,7.8,V ugm-3 (TEOM FDMS),17.392,V ugm-3 (Ref.eq),8,V ugm-3 (BAM),,,6.2,V ugm-3 (TEOM FDMS),13.68,V ugm-3 (FIDAS),7.278,V ugm-3 (Ref.eq),,,16,V ugm-3 (FIDAS),8.632,V ugm-3 (Ref.eq),0.163458,V mgm-3,12.5,V ugm-3 (TEOM FDMS),4.2,V ugm-3 (TEOM FDMS),0.081259,V mgm-3,13.225,V ugm-3 (FIDAS),7.146,V ugm-3 (Ref.eq),11.7,V ugm-3 (FIDAS),6.557,V ugm-3 (Ref.eq),13,V ugm-3 (BAM)
2020-06-08,15:00:00,No data,,9.3,V ugm-3 (TEOM FDMS),16.425,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),,,5.8,V ugm-3 (TEOM FDMS),13.203,V ugm-3 (FIDAS),7.106,V ugm-3 (Ref.eq),,,16.85,V ugm-3 (FIDAS),9.151,V ugm-3 (Ref.eq),0.143385,V mgm-3,13.7,V ugm-3 (TEOM FDMS),5.5,V ugm-3 (TEOM FDMS),0.081259,V mgm-3,16.025,V ugm-3 (FIDAS),7.948,V ugm-3 (Ref.eq),13.5,V ugm-3 (FIDAS),7.972,V ugm-3 (Ref.eq),13,V ugm-3 (BAM)
2020-06-08,16:00:00,No data,,8.3,V ugm-3 (TEOM FDMS),17.392,V ugm-3 (Ref.eq),7,V ugm-3 (BAM),,,9.3,V ugm-3 (TEOM FDMS),11.018,V ugm-3 (FIDAS),6.619,V ugm-3 (Ref.eq),,,15.4,V ugm-3 (FIDAS),9.08,V ugm-3 (Ref.eq),0.180665,V mgm-3,8.4,V ugm-3 (TEOM FDMS),6.5,V ugm-3 (TEOM FDMS),0.081259,V mgm-3,12.975,V ugm-3 (FIDAS),7.382,V ugm-3 (Ref.eq),11.175,V ugm-3 (FIDAS),6.604,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
2020-06-08,17:00:00,No data,,10.5,V ugm-3 (TEOM FDMS),17.392,V ugm-3 (Ref.eq),9,V ugm-3 (BAM),,,10.6,V ugm-3 (TEOM FDMS),11.985,V ugm-3 (FIDAS),7.278,V ugm-3 (Ref.eq),,,16.175,V ugm-3 (FIDAS),9.528,V ugm-3 (Ref.eq),0.195004,V mgm-3,10.1,V ugm-3 (TEOM FDMS),5.9,V ugm-3 (TEOM FDMS),0.084161,V mgm-3,13.975,V ugm-3 (FIDAS),7.972,V ugm-3 (Ref.eq),11.3,V ugm-3 (FIDAS),6.91,V ugm-3 (Ref.eq),11,V ugm-3 (BAM)
2020-06-08,18:00:00,No data,,8.1,V ugm-3 (TEOM FDMS),20.29,V ugm-3 (Ref.eq),12,V ugm-3 (BAM),,,8.8,V ugm-3 (TEOM FDMS),14.37,V ugm-3 (FIDAS),8.33,V ugm-3 (Ref.eq),,,16.125,V ugm-3 (FIDAS),9.764,V ugm-3 (Ref.eq),0.177798,V mgm-3,13,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),0.084161,V mgm-3,14.875,V ugm-3 (FIDAS),8.774,V ugm-3 (Ref.eq),11.925,V ugm-3 (FIDAS),7.712,V ugm-3 (Ref.eq),10,V ugm-3 (BAM)
