Site Type,,Suburban Background,,,,Urban Background,,,,Suburban Background,,,,Urban Industrial,,,,Urban Background,,Urban Background,,,,Urban Traffic,,,,,,Urban Background,,,,,,Urban Background,,,,Urban Background,,
Zone,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,,,Greater London,,Greater London,,,,Greater London,,,,,,Greater London,,,,,,Greater London,,,,Greater London,,
Agglomeration,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,,,Greater London Urban Area,,Greater London Urban Area,,,,Greater London Urban Area,,,,,,Greater London Urban Area,,,,,,Greater London Urban Area,,,,Greater London Urban Area,,
Local Authority,,"Bexley",,,,"Camden",,,,"Greenwich",,,,"Hillingdon",,,,"Hillingdon",,"Lewisham",,,,"Westminster",,,,,,"Kensington",,,,,,"Richmond",,,,"Westminster",,
Date,Time,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM10 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2021-08-06,07:00:00,6.8,V ugm-3 (FIDAS),3.679,V ugm-3 (Ref.eq),11.691,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),4.1,V ugm-3 (FIDAS),2.453,V ugm-3 (Ref.eq),7.909,V ugm-3 (FIDAS),3.663,V ugm-3 (Ref.eq),,,7.2,V ugm-3 (FIDAS),3.679,V ugm-3 (Ref.eq),0.488964,V mgm-3,No data,V ugm-3 (TEOM FDMS),6.5,V ugm-3 (TEOM FDMS),No data,V mgm-3,7.4,V ugm-3 (FIDAS),3.679,V ugm-3 (Ref.eq),7.95,V ugm-3 (FIDAS),3.821,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-06,08:00:00,6.6,V ugm-3 (FIDAS),3.396,V ugm-3 (Ref.eq),14.59,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),7,V ugm-3 (FIDAS),3.302,V ugm-3 (Ref.eq),5.959,V ugm-3 (FIDAS),2.648,V ugm-3 (Ref.eq),,,7.6,V ugm-3 (FIDAS),3.491,V ugm-3 (Ref.eq),0.40747,V mgm-3,No data,V ugm-3 (TEOM FDMS),6.8,V ugm-3 (TEOM FDMS),No data,V mgm-3,9.1,V ugm-3 (FIDAS),3.585,V ugm-3 (Ref.eq),6.325,V ugm-3 (FIDAS),2.995,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-06,09:00:00,5.8,V ugm-3 (FIDAS),2.925,V ugm-3 (Ref.eq),9.759,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),6.1,V ugm-3 (FIDAS),3.019,V ugm-3 (Ref.eq),4.864,V ugm-3 (FIDAS),2.04,V ugm-3 (Ref.eq),,,7.2,V ugm-3 (FIDAS),2.925,V ugm-3 (Ref.eq),0.40747,V mgm-3,No data,V ugm-3 (TEOM FDMS),7.8,V ugm-3 (TEOM FDMS),No data,V mgm-3,7.6,V ugm-3 (FIDAS),2.925,V ugm-3 (Ref.eq),5.75,V ugm-3 (FIDAS),2.547,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-06,10:00:00,4.5,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),5.894,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),5.8,V ugm-3 (FIDAS),2.547,V ugm-3 (Ref.eq),4.806,V ugm-3 (FIDAS),1.817,V ugm-3 (Ref.eq),,,5.3,V ugm-3 (FIDAS),2.264,V ugm-3 (Ref.eq),0.40747,V mgm-3,No data,V ugm-3 (TEOM FDMS),5.9,V ugm-3 (TEOM FDMS),No data,V mgm-3,6.6,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),6,V ugm-3 (FIDAS),2.264,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-06,11:00:00,5,V ugm-3 (FIDAS),2.264,V ugm-3 (Ref.eq),12.657,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),4.7,V ugm-3 (FIDAS),2.17,V ugm-3 (Ref.eq),5.432,V ugm-3 (FIDAS),2.105,V ugm-3 (Ref.eq),,,6,V ugm-3 (FIDAS),2.547,V ugm-3 (Ref.eq),0.488964,V mgm-3,No data,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS),No data,V mgm-3,8.1,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),6.6,V ugm-3 (FIDAS),2.571,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-06,12:00:00,6.3,V ugm-3 (FIDAS),2.83,V ugm-3 (Ref.eq),12.657,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),6.4,V ugm-3 (FIDAS),2.83,V ugm-3 (Ref.eq),8.472,V ugm-3 (FIDAS),3.399,V ugm-3 (Ref.eq),,,7.9,V ugm-3 (FIDAS),3.113,V ugm-3 (Ref.eq),0.419112,V mgm-3,No data,V ugm-3 (TEOM FDMS),6.1,V ugm-3 (TEOM FDMS),No data,V mgm-3,9,V ugm-3 (FIDAS),3.396,V ugm-3 (Ref.eq),8.7,V ugm-3 (FIDAS),3.656,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-06,13:00:00,7.3,V ugm-3 (FIDAS),3.396,V ugm-3 (Ref.eq),22.319,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),6.8,V ugm-3 (FIDAS),3.019,V ugm-3 (Ref.eq),7.855,V ugm-3 (FIDAS),3.758,V ugm-3 (Ref.eq),,,9.5,V ugm-3 (FIDAS),3.962,V ugm-3 (Ref.eq),0.488964,V mgm-3,No data,V ugm-3 (TEOM FDMS),6.7,V ugm-3 (TEOM FDMS),No data,V mgm-3,10.8,V ugm-3 (FIDAS),4.34,V ugm-3 (Ref.eq),9.6,V ugm-3 (FIDAS),4.269,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-06,14:00:00,9.1,V ugm-3 (FIDAS),4.528,V ugm-3 (Ref.eq),21.353,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),7.8,V ugm-3 (FIDAS),3.302,V ugm-3 (Ref.eq),8.936,V ugm-3 (FIDAS),3.94,V ugm-3 (Ref.eq),,,10.2,V ugm-3 (FIDAS),4.717,V ugm-3 (Ref.eq),0.558816,V mgm-3,No data,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS),No data,V mgm-3,15.1,V ugm-3 (FIDAS),4.717,V ugm-3 (Ref.eq),12.525,V ugm-3 (FIDAS),4.623,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-06,15:00:00,12.9,V ugm-3 (FIDAS),7.076,V ugm-3 (Ref.eq),20.387,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),9,V ugm-3 (FIDAS),4.34,V ugm-3 (Ref.eq),9.057,V ugm-3 (FIDAS),4.491,V ugm-3 (Ref.eq),,,15,V ugm-3 (FIDAS),7.359,V ugm-3 (Ref.eq),0.547174,V mgm-3,No data,V ugm-3 (TEOM FDMS),6.7,V ugm-3 (TEOM FDMS),No data,V mgm-3,14.3,V ugm-3 (FIDAS),5.943,V ugm-3 (Ref.eq),11.575,V ugm-3 (FIDAS),6.132,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-06,16:00:00,10.4,V ugm-3 (FIDAS),5.66,V ugm-3 (Ref.eq),13.623,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),11.6,V ugm-3 (FIDAS),6.321,V ugm-3 (Ref.eq),5.571,V ugm-3 (FIDAS),2.509,V ugm-3 (Ref.eq),,,9.1,V ugm-3 (FIDAS),4.906,V ugm-3 (Ref.eq),0.488964,V mgm-3,No data,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS),No data,V mgm-3,9.2,V ugm-3 (FIDAS),4.151,V ugm-3 (Ref.eq),6.075,V ugm-3 (FIDAS),3.066,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-06,17:00:00,6.2,V ugm-3 (FIDAS),3.585,V ugm-3 (Ref.eq),6.86,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),9.1,V ugm-3 (FIDAS),4.906,V ugm-3 (Ref.eq),5.002,V ugm-3 (FIDAS),2.133,V ugm-3 (Ref.eq),,,5.1,V ugm-3 (FIDAS),3.019,V ugm-3 (Ref.eq),0.64031,V mgm-3,No data,V ugm-3 (TEOM FDMS),6.1,V ugm-3 (TEOM FDMS),No data,V mgm-3,7,V ugm-3 (FIDAS),3.019,V ugm-3 (Ref.eq),6.125,V ugm-3 (FIDAS),3.137,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-06,18:00:00,7.3,V ugm-3 (FIDAS),3.868,V ugm-3 (Ref.eq),7.826,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),5.6,V ugm-3 (FIDAS),2.83,V ugm-3 (Ref.eq),5.937,V ugm-3 (FIDAS),2.51,V ugm-3 (Ref.eq),,,11,V ugm-3 (FIDAS),5.189,V ugm-3 (Ref.eq),0.733446,V mgm-3,No data,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS),No data,V mgm-3,5,V ugm-3 (FIDAS),2.547,V ugm-3 (Ref.eq),6.85,V ugm-3 (FIDAS),3.09,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-06,19:00:00,10,V ugm-3 (FIDAS),5.189,V ugm-3 (Ref.eq),13.623,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),7.5,V ugm-3 (FIDAS),3.679,V ugm-3 (Ref.eq),10.889,V ugm-3 (FIDAS),4.891,V ugm-3 (Ref.eq),,,11.4,V ugm-3 (FIDAS),5.566,V ugm-3 (Ref.eq),0.5821,V mgm-3,No data,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),No data,V mgm-3,9.6,V ugm-3 (FIDAS),4.906,V ugm-3 (Ref.eq),12.725,V ugm-3 (FIDAS),5.92,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-06,20:00:00,11.9,V ugm-3 (FIDAS),6.226,V ugm-3 (Ref.eq),19.421,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),9.8,V ugm-3 (FIDAS),4.528,V ugm-3 (Ref.eq),12.278,V ugm-3 (FIDAS),5.744,V ugm-3 (Ref.eq),,,14.1,V ugm-3 (FIDAS),6.792,V ugm-3 (Ref.eq),0.547174,V mgm-3,No data,V ugm-3 (TEOM FDMS),8.4,V ugm-3 (TEOM FDMS),No data,V mgm-3,11.9,V ugm-3 (FIDAS),6.132,V ugm-3 (Ref.eq),13.175,V ugm-3 (FIDAS),6.156,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-06,21:00:00,13.3,V ugm-3 (FIDAS),6.604,V ugm-3 (Ref.eq),16.522,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),11.5,V ugm-3 (FIDAS),5.566,V ugm-3 (Ref.eq),11.82,V ugm-3 (FIDAS),5.696,V ugm-3 (Ref.eq),,,12.8,V ugm-3 (FIDAS),6.415,V ugm-3 (Ref.eq),0.52389,V mgm-3,No data,V ugm-3 (TEOM FDMS),9.5,V ugm-3 (TEOM FDMS),No data,V mgm-3,12.8,V ugm-3 (FIDAS),6.321,V ugm-3 (Ref.eq),12.4,V ugm-3 (FIDAS),5.967,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-06,22:00:00,12.3,V ugm-3 (FIDAS),6.321,V ugm-3 (Ref.eq),13.623,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),11.6,V ugm-3 (FIDAS),5.849,V ugm-3 (Ref.eq),12.155,V ugm-3 (FIDAS),6.202,V ugm-3 (Ref.eq),,,11.7,V ugm-3 (FIDAS),5.943,V ugm-3 (Ref.eq),0.558816,V mgm-3,No data,V ugm-3 (TEOM FDMS),7.2,V ugm-3 (TEOM FDMS),No data,V mgm-3,11.6,V ugm-3 (FIDAS),5.66,V ugm-3 (Ref.eq),11.675,V ugm-3 (FIDAS),5.377,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-06,23:00:00,11.7,V ugm-3 (FIDAS),5.755,V ugm-3 (Ref.eq),9.759,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),11.1,V ugm-3 (FIDAS),5.472,V ugm-3 (Ref.eq),10.337,V ugm-3 (FIDAS),5.091,V ugm-3 (Ref.eq),,,12.7,V ugm-3 (FIDAS),5.66,V ugm-3 (Ref.eq),0.5821,V mgm-3,No data,V ugm-3 (TEOM FDMS),5.5,V ugm-3 (TEOM FDMS),No data,V mgm-3,9.9,V ugm-3 (FIDAS),5.094,V ugm-3 (Ref.eq),10.825,V ugm-3 (FIDAS),5.472,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-06,24:00:00,11.4,V ugm-3 (FIDAS),5.755,V ugm-3 (Ref.eq),13.623,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),10.1,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),10.373,V ugm-3 (FIDAS),4.76,V ugm-3 (Ref.eq),,,13.3,V ugm-3 (FIDAS),6.321,V ugm-3 (Ref.eq),0.512248,V mgm-3,No data,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,V mgm-3,9.7,V ugm-3 (FIDAS),4.906,V ugm-3 (Ref.eq),9.3,V ugm-3 (FIDAS),4.764,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-07,01:00:00,11.3,V ugm-3 (FIDAS),5.755,V ugm-3 (Ref.eq),16.522,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),9.6,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),9.701,V ugm-3 (FIDAS),4.649,V ugm-3 (Ref.eq),,,13.1,V ugm-3 (FIDAS),6.226,V ugm-3 (Ref.eq),0.419112,V mgm-3,No data,V ugm-3 (TEOM FDMS),4.5,V ugm-3 (TEOM FDMS),No data,V mgm-3,9.3,V ugm-3 (FIDAS),4.906,V ugm-3 (Ref.eq),9.225,V ugm-3 (FIDAS),4.717,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-07,02:00:00,10.1,V ugm-3 (FIDAS),5.189,V ugm-3 (Ref.eq),18.454,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),9.3,V ugm-3 (FIDAS),4.906,V ugm-3 (Ref.eq),9.059,V ugm-3 (FIDAS),4.419,V ugm-3 (Ref.eq),,,9.8,V ugm-3 (FIDAS),4.811,V ugm-3 (Ref.eq),0.384186,V mgm-3,No data,V ugm-3 (TEOM FDMS),5.6,V ugm-3 (TEOM FDMS),No data,V mgm-3,8.9,V ugm-3 (FIDAS),4.717,V ugm-3 (Ref.eq),8.6,V ugm-3 (FIDAS),4.387,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-07,03:00:00,8.5,V ugm-3 (FIDAS),4.151,V ugm-3 (Ref.eq),8.792,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),7.6,V ugm-3 (FIDAS),4.057,V ugm-3 (Ref.eq),7.592,V ugm-3 (FIDAS),3.657,V ugm-3 (Ref.eq),,,7.8,V ugm-3 (FIDAS),3.962,V ugm-3 (Ref.eq),0.360902,V mgm-3,No data,V ugm-3 (TEOM FDMS),3.1,V ugm-3 (TEOM FDMS),No data,V mgm-3,7.4,V ugm-3 (FIDAS),3.774,V ugm-3 (Ref.eq),7.175,V ugm-3 (FIDAS),3.656,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-07,04:00:00,8.8,V ugm-3 (FIDAS),3.962,V ugm-3 (Ref.eq),9.759,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),6.7,V ugm-3 (FIDAS),3.962,V ugm-3 (Ref.eq),6.642,V ugm-3 (FIDAS),3.477,V ugm-3 (Ref.eq),,,8.7,V ugm-3 (FIDAS),4.057,V ugm-3 (Ref.eq),0.337618,V mgm-3,No data,V ugm-3 (TEOM FDMS),1.9,V ugm-3 (TEOM FDMS),No data,V mgm-3,6.9,V ugm-3 (FIDAS),3.679,V ugm-3 (Ref.eq),6.375,V ugm-3 (FIDAS),3.514,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-07,05:00:00,8.1,V ugm-3 (FIDAS),4.057,V ugm-3 (Ref.eq),11.691,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),6.8,V ugm-3 (FIDAS),3.868,V ugm-3 (Ref.eq),4.52,V ugm-3 (FIDAS),2.445,V ugm-3 (Ref.eq),,,6.4,V ugm-3 (FIDAS),3.491,V ugm-3 (Ref.eq),0.314334,V mgm-3,No data,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,V mgm-3,5.4,V ugm-3 (FIDAS),3.113,V ugm-3 (Ref.eq),4.275,V ugm-3 (FIDAS),2.382,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-07,06:00:00,7.5,V ugm-3 (FIDAS),3.962,V ugm-3 (Ref.eq),6.86,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),6.4,V ugm-3 (FIDAS),3.396,V ugm-3 (Ref.eq),4.435,V ugm-3 (FIDAS),2.32,V ugm-3 (Ref.eq),,,4.7,V ugm-3 (FIDAS),2.925,V ugm-3 (Ref.eq),0.337618,V mgm-3,No data,V ugm-3 (TEOM FDMS),3.5,V ugm-3 (TEOM FDMS),No data,V mgm-3,3.3,V ugm-3 (FIDAS),2.264,V ugm-3 (Ref.eq),3.65,V ugm-3 (FIDAS),1.934,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-07,07:00:00,9.8,V ugm-3 (FIDAS),4.528,V ugm-3 (Ref.eq),2.995,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),6.8,V ugm-3 (FIDAS),3.302,V ugm-3 (Ref.eq),3.357,V ugm-3 (FIDAS),1.778,V ugm-3 (Ref.eq),,,2.8,V ugm-3 (FIDAS),1.509,V ugm-3 (Ref.eq),0.360902,V mgm-3,No data,V ugm-3 (TEOM FDMS),6.8,V ugm-3 (TEOM FDMS),No data,V mgm-3,2.6,V ugm-3 (FIDAS),1.698,V ugm-3 (Ref.eq),3.225,V ugm-3 (FIDAS),1.698,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-07,08:00:00,7.2,V ugm-3 (FIDAS),3.868,V ugm-3 (Ref.eq),4.928,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),4.8,V ugm-3 (FIDAS),2.264,V ugm-3 (Ref.eq),2.846,V ugm-3 (FIDAS),1.677,V ugm-3 (Ref.eq),,,3.2,V ugm-3 (FIDAS),1.887,V ugm-3 (Ref.eq),0.40747,V mgm-3,No data,V ugm-3 (TEOM FDMS),3.7,V ugm-3 (TEOM FDMS),No data,V mgm-3,2.9,V ugm-3 (FIDAS),1.981,V ugm-3 (Ref.eq),3.475,V ugm-3 (FIDAS),1.769,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-07,09:00:00,6.3,V ugm-3 (FIDAS),3.396,V ugm-3 (Ref.eq),8.792,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),5.7,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),2.418,V ugm-3 (FIDAS),1.185,V ugm-3 (Ref.eq),,,8.2,V ugm-3 (FIDAS),3.491,V ugm-3 (Ref.eq),0.360902,V mgm-3,No data,V ugm-3 (TEOM FDMS),1.6,V ugm-3 (TEOM FDMS),No data,V mgm-3,3.4,V ugm-3 (FIDAS),1.698,V ugm-3 (Ref.eq),2.75,V ugm-3 (FIDAS),1.627,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-07,10:00:00,4.3,V ugm-3 (FIDAS),2.264,V ugm-3 (Ref.eq),4.928,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),5.8,V ugm-3 (FIDAS),2.925,V ugm-3 (Ref.eq),2.569,V ugm-3 (FIDAS),1.275,V ugm-3 (Ref.eq),,,3.9,V ugm-3 (FIDAS),2.17,V ugm-3 (Ref.eq),0.360902,V mgm-3,No data,V ugm-3 (TEOM FDMS),5.1,V ugm-3 (TEOM FDMS),No data,V mgm-3,5.4,V ugm-3 (FIDAS),2.736,V ugm-3 (Ref.eq),2.3,V ugm-3 (FIDAS),1.462,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-07,11:00:00,3.9,V ugm-3 (FIDAS),2.17,V ugm-3 (Ref.eq),7.826,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),4.3,V ugm-3 (FIDAS),2.359,V ugm-3 (Ref.eq),3.166,V ugm-3 (FIDAS),1.694,V ugm-3 (Ref.eq),,,3.6,V ugm-3 (FIDAS),1.604,V ugm-3 (Ref.eq),0.454038,V mgm-3,No data,V ugm-3 (TEOM FDMS),5.1,V ugm-3 (TEOM FDMS),No data,V mgm-3,3.6,V ugm-3 (FIDAS),1.509,V ugm-3 (Ref.eq),2.825,V ugm-3 (FIDAS),1.415,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-07,12:00:00,4.3,V ugm-3 (FIDAS),2.17,V ugm-3 (Ref.eq),7.826,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),4.1,V ugm-3 (FIDAS),1.792,V ugm-3 (Ref.eq),3.462,V ugm-3 (FIDAS),1.459,V ugm-3 (Ref.eq),,,4.3,V ugm-3 (FIDAS),2.075,V ugm-3 (Ref.eq),0.395828,V mgm-3,No data,V ugm-3 (TEOM FDMS),5.9,V ugm-3 (TEOM FDMS),No data,V mgm-3,4.7,V ugm-3 (FIDAS),1.887,V ugm-3 (Ref.eq),3.775,V ugm-3 (FIDAS),1.792,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-07,13:00:00,4.3,V ugm-3 (FIDAS),2.547,V ugm-3 (Ref.eq),6.86,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),4.7,V ugm-3 (FIDAS),1.698,V ugm-3 (Ref.eq),3.055,V ugm-3 (FIDAS),1.545,V ugm-3 (Ref.eq),,,3.1,V ugm-3 (FIDAS),1.509,V ugm-3 (Ref.eq),0.360902,V mgm-3,No data,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,V mgm-3,4.5,V ugm-3 (FIDAS),1.981,V ugm-3 (Ref.eq),2.975,V ugm-3 (FIDAS),1.58,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-07,14:00:00,4.6,V ugm-3 (FIDAS),2.642,V ugm-3 (Ref.eq),9.759,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),4.3,V ugm-3 (FIDAS),1.792,V ugm-3 (Ref.eq),4.31,V ugm-3 (FIDAS),2.375,V ugm-3 (Ref.eq),,,4,V ugm-3 (FIDAS),1.981,V ugm-3 (Ref.eq),0.46568,V mgm-3,No data,V ugm-3 (TEOM FDMS),5.6,V ugm-3 (TEOM FDMS),No data,V mgm-3,3.5,V ugm-3 (FIDAS),1.981,V ugm-3 (Ref.eq),4.9,V ugm-3 (FIDAS),2.453,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-07,15:00:00,6.8,V ugm-3 (FIDAS),3.962,V ugm-3 (Ref.eq),15.556,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),3.4,V ugm-3 (FIDAS),1.509,V ugm-3 (Ref.eq),4.607,V ugm-3 (FIDAS),2.606,V ugm-3 (Ref.eq),,,6.8,V ugm-3 (FIDAS),3.679,V ugm-3 (Ref.eq),0.46568,V mgm-3,No data,V ugm-3 (TEOM FDMS),5.5,V ugm-3 (TEOM FDMS),No data,V mgm-3,5.3,V ugm-3 (FIDAS),3.113,V ugm-3 (Ref.eq),6.6,V ugm-3 (FIDAS),3.514,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-07,16:00:00,6,V ugm-3 (FIDAS),3.585,V ugm-3 (Ref.eq),8.792,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),6.7,V ugm-3 (FIDAS),3.208,V ugm-3 (Ref.eq),3.898,V ugm-3 (FIDAS),2.272,V ugm-3 (Ref.eq),,,5.2,V ugm-3 (FIDAS),2.83,V ugm-3 (Ref.eq),0.512248,V mgm-3,No data,V ugm-3 (TEOM FDMS),6.8,V ugm-3 (TEOM FDMS),No data,V mgm-3,5.6,V ugm-3 (FIDAS),3.396,V ugm-3 (Ref.eq),4.95,V ugm-3 (FIDAS),2.901,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-07,17:00:00,5.1,V ugm-3 (FIDAS),3.208,V ugm-3 (Ref.eq),13.623,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),4.8,V ugm-3 (FIDAS),2.547,V ugm-3 (Ref.eq),3.243,V ugm-3 (FIDAS),1.98,V ugm-3 (Ref.eq),,,4.9,V ugm-3 (FIDAS),2.925,V ugm-3 (Ref.eq),0.454038,V mgm-3,No data,V ugm-3 (TEOM FDMS),6.4,V ugm-3 (TEOM FDMS),No data,V mgm-3,5,V ugm-3 (FIDAS),2.83,V ugm-3 (Ref.eq),4.425,V ugm-3 (FIDAS),2.335,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-07,18:00:00,5.4,V ugm-3 (FIDAS),3.302,V ugm-3 (Ref.eq),11.691,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),5.6,V ugm-3 (FIDAS),2.83,V ugm-3 (Ref.eq),5.123,V ugm-3 (FIDAS),3.033,V ugm-3 (Ref.eq),,,4.2,V ugm-3 (FIDAS),2.736,V ugm-3 (Ref.eq),0.558816,V mgm-3,No data,V ugm-3 (TEOM FDMS),7.7,V ugm-3 (TEOM FDMS),No data,V mgm-3,4.6,V ugm-3 (FIDAS),2.736,V ugm-3 (Ref.eq),5.325,V ugm-3 (FIDAS),3.208,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
2021-08-07,19:00:00,6.8,V ugm-3 (FIDAS),4.528,V ugm-3 (Ref.eq),10.725,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM),6.3,V ugm-3 (FIDAS),2.83,V ugm-3 (Ref.eq),5.986,V ugm-3 (FIDAS),4.155,V ugm-3 (Ref.eq),,,6.6,V ugm-3 (FIDAS),4.057,V ugm-3 (Ref.eq),0.52389,V mgm-3,No data,V ugm-3 (TEOM FDMS),11.1,V ugm-3 (TEOM FDMS),No data,V mgm-3,6.4,V ugm-3 (FIDAS),4.151,V ugm-3 (Ref.eq),7.025,V ugm-3 (FIDAS),4.316,V ugm-3 (Ref.eq),No data,V ugm-3 (BAM)
